Y,X1,X2,X3,X4,X5,X6,avgresponse,numtrees,fit_from_r
2.6610726465913,0.168791998410597,1.54177874326706,c,e,a,2.81419085408561,2.84443007177477,120,2.83619722023386
3.47463514130169,0.0217518089339137,1.07156885089353,b,c,c,0.353985942900181,2.84443007177477,120,3.17360563925961
3.99347152212709,,1.46229849150404,b,a,a,1.17284409049898,2.84443007177477,120,3.94139123534757
4.22548969897239,0.751564622623846,0.544842170551419,a,,c,1.22429233370349,2.84443007177477,120,4.06877774332427
0.756386419278251,,0.776068898383528,d,,b,2.36070002010092,2.84443007177477,120,1.13109626801278
2.84593779546067,0.0403388158883899,0.213116399478167,a,a,a,0.31712076254189,2.84443007177477,120,2.92263554667209
5.45713819754146,0.856111269211397,1.59434471046552,a,e,a,1.35721919266507,2.84443007177477,120,5.07226065642038
4.35291560826342,0.134385270765051,1.75697935046628,a,,b,0.352751801954582,2.84443007177477,120,4.59858233608256
4.29472152997429,0.906189174391329,1.4592240806669,b,b,a,1.77528113219887,2.84443007177477,120,4.19433477579191
3.89361600342088,,1.84109670389444,b,e,a,0.81576907960698,2.84443007177477,120,4.05579280233903
2.98280889310355,0.185169698903337,1.1540866130963,b,b,a,0.824445282574743,2.84443007177477,120,3.27801111660502
0.496447209802789,,0.770284103229642,d,,a,2.59372331248596,2.84443007177477,120,1.13109626801278
3.6158492437573,0.376901153707877,1.00863594701514,a,,b,0.617524491855875,2.84443007177477,120,4.08098841462816
1.85858488952213,0.939166182419285,0.873708381317556,d,f,a,0.639521550619975,2.84443007177477,120,1.69669893063143
3.09803852147361,0.429674668470398,0.723500357475132,b,,b,0.512774434871972,2.84443007177477,120,3.02083496145075
2.90814088971267,,0.683631292078644,c,,c,1.40324150095694,2.84443007177477,120,2.09952699954748
2.06440060011588,0.705783950630575,1.19980542501435,d,,c,2.07580605265684,2.84443007177477,120,1.92201782926499
3.72199613616817,0.0247643846087158,0.708382519893348,a,f,c,2.81400838983245,2.84443007177477,120,3.62105110352106
4.07614377083615,,1.88269085437059,b,,a,2.34682726068422,2.84443007177477,120,4.05940704500563
2.03834341489004,,1.38982398388907,c,c,a,1.48469557380304,2.84443007177477,120,2.67942876845937
3.00778424161143,,0.482068032957613,a,f,a,1.18746105465107,2.84443007177477,120,3.84218269304524
1.50309329021022,0.424446132965386,0.239219914656132,c,c,a,0.184359249891713,2.84443007177477,120,1.26162342126314
4.52820643185353,0.139097709907219,1.48176449770108,a,a,b,0.0967670583631843,2.84443007177477,120,4.57001924837499
