Y,X1,X2,X3,X4,X5,X6,avgresponse,numtrees,fit_from_r
2.6610726465913,0.168791998410597,1.54177874326706,c,e,a,2.81419085408561,2.84443007177477,120,2.78099216984591
3.47463514130169,0.0217518089339137,1.07156885089353,b,c,c,0.353985942900181,2.84443007177477,120,3.19125235183163
3.99347152212709,,1.46229849150404,b,a,a,1.17284409049898,2.84443007177477,120,3.94037747900648
4.22548969897239,0.751564622623846,0.544842170551419,a,,c,1.22429233370349,2.84443007177477,120,4.0863600951443
0.756386419278251,,0.776068898383528,d,,b,2.36070002010092,2.84443007177477,120,1.11243452779003
2.84593779546067,0.0403388158883899,0.213116399478167,a,a,a,0.31712076254189,2.84443007177477,120,3.08945041052892
5.45713819754146,0.856111269211397,1.59434471046552,a,e,a,1.35721919266507,2.84443007177477,120,5.04592311288843
4.35291560826342,0.134385270765051,1.75697935046628,a,,b,0.352751801954582,2.84443007177477,120,4.66536214068546
4.29472152997429,0.906189174391329,1.4592240806669,b,b,a,1.77528113219887,2.84443007177477,120,4.2046873920743
3.89361600342088,,1.84109670389444,b,e,a,0.81576907960698,2.84443007177477,120,4.10989297711743
2.98280889310355,0.185169698903337,1.1540866130963,b,b,a,0.824445282574743,2.84443007177477,120,3.28515346573401
0.496447209802789,,0.770284103229642,d,,a,2.59372331248596,2.84443007177477,120,1.11243452779003
3.6158492437573,0.376901153707877,1.00863594701514,a,,b,0.617524491855875,2.84443007177477,120,4.14379114562847
1.85858488952213,0.939166182419285,0.873708381317556,d,f,a,0.639521550619975,2.84443007177477,120,1.64176242532913
3.09803852147361,0.429674668470398,0.723500357475132,b,,b,0.512774434871972,2.84443007177477,120,3.10003748025686
2.90814088971267,,0.683631292078644,c,,c,1.40324150095694,2.84443007177477,120,2.07595525214943
2.06440060011588,0.705783950630575,1.19980542501435,d,,c,2.07580605265684,2.84443007177477,120,1.97245192267632
3.72199613616817,0.0247643846087158,0.708382519893348,a,f,c,2.81400838983245,2.84443007177477,120,3.66743124842227
4.07614377083615,,1.88269085437059,b,,a,2.34682726068422,2.84443007177477,120,4.08173005466749
2.03834341489004,,1.38982398388907,c,c,a,1.48469557380304,2.84443007177477,120,2.73318162600886
3.00778424161143,,0.482068032957613,a,f,a,1.18746105465107,2.84443007177477,120,3.7725231945227
1.50309329021022,0.424446132965386,0.239219914656132,c,c,a,0.184359249891713,2.84443007177477,120,1.30312108606615
4.52820643185353,0.139097709907219,1.48176449770108,a,a,b,0.0967670583631843,2.84443007177477,120,4.64602469934313
3.86415272903928,,1.49212454352528,c,a,a,2.50415911967866,2.84443007177477,120,2.96334564166388
3.20834620974646,,0.198076403234154,a,,a,1.16247946978547,2.84443007177477,120,3.4508239214734
1.18608245375371,0.398093822877854,0.514371109195054,d,b,b,2.06645492697135,2.84443007177477,120,0.937920582473014
1.43221284927658,,0.484367534052581,c,e,a,0.885908642783761,2.84443007177477,120,1.82228582409403
0.505404909681168,0.0178043157793581,0.140410720836371,c,f,c,2.43860855000094,2.84443007177477,120,0.674238993658131
1.6686332010919,,0.746401221491396,d,d,c,2.65318070584908,2.84443007177477,120,1.1657606165262
2.39525894264972,,1.40687375655398,c,b,a,1.69094900856726,2.84443007177477,120,2.77136213516949
3.24598179507084,,1.45329537801445,b,f,c,1.42638748465106,2.84443007177477,120,3.89945660718944
1.76725866240206,,1.0126595441252,c,a,c,0.59812831110321,2.84443007177477,120,2.2704974496089
1.72296777712805,0.37992799305357,0.00939883990213275,b,a,c,0.904444334562868,2.84443007177477,120,1.66109001346076
2.76990838806291,,0.54113374883309,b,c,c,1.41171993641183,2.84443007177477,120,2.90790295722194
1.5253352786366,,0.763232429977506,d,,c,2.86387804336846,2.84443007177477,120,1.11243452779003
2.17841548092338,,0.26124822255224,b,c,c,2.14031636808068,2.84443007177477,120,2.27070617823606
-0.311727486730493,,0.280234364792705,d,,c,1.19812204898335,2.84443007177477,120,0.498992889545523
2.10985521293539,,1.92795983003452,d,,a,2.4775489512831,2.84443007177477,120,2.06147100624749
4.06917055723399,,1.62308460101485,b,d,b,2.46979878726415,2.84443007177477,120,3.96680464945434
